ticker,company,sector,sub_industry,cik,legal_name,lei,ultimate_parent_lei,gics_sector,gics_sub_industry,hq_state,market_cap_usd,shares_outstanding,scope1_tco2e,ghg_facility_count,grid_intensity_kgco2e_per_mwh,cogs_usd,energy_cost_usd,revenue_usd,ebit_usd,ebitda_usd,free_cash_flow_usd,capex_usd,rnd_expense_usd,sbti_target_validated,sbti_target_type,target_year,target_baseline_year,target_reduction_pct,target_scope_coverage,risk_hitword_density,has_climate_oversight_committee,has_third_party_assurance,assurance_level,emissions_boundary_stated,has_clawback_policy,has_psu_plan,performance_period_years,independent_director_count,board_size,lead_independent_director,buybacks_usd,dividends_paid_usd,penalty_total_usd,penalty_count
FRT,Federal Realty Investment Trust,Real Estate,Retail REITs,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,structural,quote_verified,not_disclosed,not_disclosed,quote_verified,not_disclosed,not_disclosed,imputed,imputed
FSLR,First Solar,Information Technology,Semiconductors,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,structural,quote_verified,quote_verified,quote_verified,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,structural,quote_verified,not_disclosed,not_disclosed,quote_verified,not_disclosed,not_disclosed,imputed,imputed
FTNT,Fortinet,Information Technology,Systems Software,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,structural,quote_verified,quote_verified,quote_verified,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,not_disclosed,imputed,imputed
FTV,Fortive,Industrials,Industrial Machinery & Supplies & Components,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,structural,imputed,imputed
GD,General Dynamics,Industrials,Aerospace & Defense,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,quote_verified,quote_verified,quote_verified,structural,structural,imputed,imputed
GDDY,GoDaddy,Information Technology,Internet Services & Infrastructure,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,structural,structural,not_disclosed,imputed,imputed
GE,GE Aerospace,Industrials,Aerospace & Defense,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,quote_verified,quote_verified,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,structural,structural,not_disclosed,imputed,imputed
GEHC,GE HealthCare,Health Care,Health Care Equipment,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,quote_verified,quote_verified,quote_verified,missing,quote_verified,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,structural,imputed,imputed
GEN,Gen Digital,Information Technology,Systems Software,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,structural,imputed,imputed
GEV,GE Vernova,Industrials,Heavy Electrical Equipment,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,structural,imputed,imputed
GILD,Gilead Sciences,Health Care,Biotechnology,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,quote_verified,quote_verified,quote_verified,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,quote_verified,quote_verified,quote_verified,structural,structural,imputed,imputed
GIS,General Mills,Consumer Staples,Packaged Foods & Meats,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,quote_verified,quote_verified,quote_verified,quote_verified,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,structural,imputed,imputed
GL,Globe Life,Financials,Life & Health Insurance,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,structural,imputed,imputed
GLW,Corning Inc.,Information Technology,Electronic Components,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,quote_verified,quote_verified,quote_verified,missing,quote_verified,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,not_disclosed,imputed,imputed
GM,General Motors,Consumer Discretionary,Automobile Manufacturers,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,quote_verified,quote_verified,quote_verified,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,structural,imputed,imputed
GNRC,Generac,Industrials,Heavy Electrical Equipment,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,structural,imputed,imputed
GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,structural,imputed,imputed
GPC,Genuine Parts Company,Consumer Discretionary,Distributors,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,quote_verified,quote_verified,quote_verified,structural,structural,imputed,imputed
GPN,Global Payments,Financials,Transaction & Payment Processing Services,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,structural,imputed,imputed
GRMN,Garmin,Consumer Discretionary,Consumer Electronics,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,structural,not_disclosed,not_disclosed,not_disclosed,quote_verified,not_disclosed,structural,imputed,imputed
